Country,Code,Year,Liver cancer ,Kidney cancer ,Larynx cancer ,Breast cancer ,Thyroid cancer ,Stomach cancer ,Bladder cancer ,Uterine cancer ,Ovarian cancer ,Cervical cancer ,Prostate cancer ,Pancreatic cancer ,Esophageal cancer ,Testicular cancer ,Nasopharynx cancer ,Other pharynx cancer ,Colon and rectum cancer ,Non-melanoma skin cancer ,Lip and oral cavity cancer ,Brain and nervous system cancer ,"Tracheal, bronchus, and lung cancer ",Gallbladder and biliary tract cancer ,Malignant skin melanoma ,Leukemia ,Hodgkin lymphoma ,Multiple myeloma ,Other cancers 
Cameroon,CMR,1993,1857.877054,82.49924279,81.76273346,578.8129501,37.17837172,786.451419,211.4484654,107.0037247,123.2263822,724.0349215,404.4740272,328.9282978,196.8225832,11.94178639,13.45405124,44.32482327,450.695709,25.24132322,84.33255947,182.9555661,620.5630722,166.3519395,38.32674922,268.1307041,33.70238988,94.85062062,490.1384064
Cameroon,CMR,1994,1918.143045,85.2678812,83.37314257,603.5852394,38.3728265,794.7191065,216.0812153,111.5005436,127.1404974,751.63634,421.2611308,340.3698988,201.6348211,12.33424889,13.83877245,45.73271587,467.0319407,26.11564669,86.75572426,190.3253985,632.8307491,171.0033667,39.29865601,276.8127511,35.15608896,98.19863417,499.9927194
Cameroon,CMR,1995,1979.956635,88.01878631,85.5623375,625.8395228,39.40871877,802.6408367,220.6498313,115.4941195,130.7503134,776.8281474,440.5474575,351.636295,207.7992654,12.85804328,14.2987266,47.32414666,484.3079125,27.11132877,89.48813544,197.397539,647.1445422,174.9441882,40.3050267,285.1355075,36.81898308,101.6406781,507.4946631
Cameroon,CMR,1996,2049.392784,91.02925081,88.6113587,643.5273051,40.14222096,809.5312916,224.9650088,118.5525504,133.7748922,793.3797823,462.1216084,362.4805288,215.9820187,13.47778374,14.8249543,49.14573915,501.8314003,28.14382018,92.51132833,205.1177205,667.7184922,177.2103959,41.29630981,294.2570332,38.31348985,105.0337303,513.2514288
Cameroon,CMR,1997,2125.205158,94.67653015,92.85121393,678.2074916,41.50092574,832.1114106,230.1449246,125.5276985,138.6192923,834.5170912,485.914349,376.745001,229.6054849,14.23809938,15.59528206,52.13123971,526.8172051,29.41822437,96.25409079,214.3988145,693.0962732,182.2100484,42.5161451,305.7582236,40.52550295,109.9196786,519.5776858
Cameroon,CMR,1998,2182.377057,97.63443524,96.88008671,707.6830913,42.42113275,849.0895161,232.9589007,131.8264612,142.7917409,870.4970213,512.0474776,389.3689202,244.3719741,14.85053593,16.35806151,55.17176717,548.4540367,30.54677084,99.63053512,222.4534758,717.2012849,184.7395689,43.44196444,315.7782468,42.34241462,114.0993494,521.4672602
Cameroon,CMR,1999,2174.524678,100.1415374,100.8431735,731.5178641,42.11137429,876.7862553,232.6067689,137.5747318,144.9184865,895.086977,541.843145,401.4493292,261.8751565,15.20176387,16.99000164,57.4962932,568.0777937,31.35946901,102.2651748,229.9106233,744.4426908,183.0398625,43.19743225,325.4560964,43.16894497,115.7480599,527.3338924
Cameroon,CMR,2000,2182.538022,103.9200367,106.6777205,761.9284059,42.14175863,923.107171,234.8871881,145.0596184,147.3903121,927.827399,575.9934871,416.8439722,285.3042408,15.87998917,17.88355372,60.69860179,594.6046484,32.40115013,106.1722718,240.0972665,781.0669448,184.1238127,43.33975337,338.9469297,44.37867888,118.5150994,538.5759322
Cameroon,CMR,2001,2164.409961,105.5849733,109.9370352,770.4047754,41.25520697,945.7268793,233.8050025,147.5737404,147.8701966,932.7798397,607.3911583,426.3100289,301.422779,16.10733059,18.41522242,62.6084022,607.1848008,32.91004745,108.7891429,246.5750038,799.5485574,181.8116227,43.13956869,346.0873265,44.38760098,118.6997687,544.0962642
Cameroon,CMR,2002,2159.500078,108.6140612,113.3022922,785.4321839,40.70709956,973.4359149,233.9318013,151.3681192,149.3884545,943.5985891,638.6201557,437.7570945,319.0354732,16.33294716,19.00318911,64.86586343,621.7708474,33.42311996,111.7120774,256.3405072,819.0295551,181.2019761,43.1982644,358.2150807,44.72128614,119.4265435,557.4562695
Cameroon,CMR,2003,2160.5546,110.7799982,117.0229713,797.049402,40.18491704,1001.636933,234.9056616,154.3207075,150.7389436,949.2261274,669.7426474,448.9783867,337.3430987,16.62558543,19.59268337,67.06667313,636.6931424,33.96223242,114.8583651,263.5520315,840.2742832,180.6851363,43.40920265,365.6549452,44.57044953,120.3608093,565.0607815
Cameroon,CMR,2004,2179.326082,113.2685312,121.3297221,813.8072586,40.02491655,1036.642846,237.3800671,158.555465,152.7071738,963.0225904,701.5674095,462.1202124,358.563246,17.01571585,20.28088331,69.60712711,655.2099956,34.65476663,118.4469363,271.0829257,864.2067608,181.7908907,43.88376265,373.926156,44.72375873,122.1388388,573.9055218
Cameroon,CMR,2005,2217.530281,116.9726155,126.3706244,837.432077,40.29574245,1079.534682,241.6964786,164.269871,155.5763383,985.5416082,735.8724348,478.011269,382.3527195,17.52232162,21.10985736,72.57768159,677.9328057,35.54497681,122.6625892,281.2147721,892.6805137,184.5108994,44.69082715,386.5217988,45.37300763,124.8407132,589.5999347
Cameroon,CMR,2006,2248.03803,121.0594472,129.6245694,846.3437745,40.16062715,1104.234367,244.5281587,166.5583732,157.2597283,990.9920375,769.567309,490.4341057,401.0861371,17.83904585,21.78059708,74.44695642,693.8559698,36.28016376,126.0213912,292.1941375,912.4223269,185.1336073,45.34989852,400.3949588,46.11410037,126.4067496,608.8588499
Cameroon,CMR,2007,2286.389986,125.2046634,133.6696935,860.8087811,40.29767371,1137.665179,248.4890721,169.9294783,159.2487504,1002.445862,802.7715169,504.03865,422.3884106,18.35325021,22.5499577,76.61861022,713.5737471,37.17032718,129.7821919,303.1932083,936.043293,186.9245001,46.16074909,413.8420836,47.05929911,128.7011954,627.2960715
Cameroon,CMR,2008,2330.052544,130.1219126,136.6988371,874.0051765,40.43517612,1160.479037,252.3390273,172.8341688,161.5654673,1011.520156,836.9548956,518.5196746,441.561191,18.62916378,23.20342207,78.43062143,731.0601432,37.98522974,133.3568865,315.3306115,954.4378833,188.5674271,46.98505961,429.2636197,47.94860303,130.8517131,650.77314
Cameroon,CMR,2009,2374.574,135.6202652,139.0628152,889.3353147,40.65809843,1180.95769,255.9418405,176.1270203,164.2882811,1023.186502,870.060476,533.4610177,459.701519,18.76393792,23.7886284,80.12919026,747.8647955,38.73471779,136.7244832,328.4778354,972.1566921,190.4501418,47.81073869,446.1321106,48.96400827,133.0069935,677.7456549
Cameroon,CMR,2010,2430.407793,141.5312047,142.3087358,917.7153712,41.30940009,1212.14647,261.4161117,181.829681,168.4777861,1049.016768,903.28569,551.5977831,481.5272825,18.99874474,24.51975804,82.61301217,770.9846722,39.62786249,140.7658901,343.217371,993.7764965,193.9771408,48.90100667,464.0147865,50.1303856,136.2989663,705.6032044
Cameroon,CMR,2011,2495.987976,147.6533722,146.4687961,943.8012367,42.0243148,1247.206293,268.0030365,186.5001506,172.6632625,1069.845638,942.2352125,570.9656405,506.6580259,19.3842904,25.3630041,85.13727335,798.2425366,40.75964616,145.5145553,357.925323,1023.958536,197.1980063,50.19433598,480.5052027,51.23783399,140.1366114,731.3021425
Cameroon,CMR,2012,2557.509001,153.1941687,149.8788155,970.0640861,42.68603538,1275.949682,273.7839464,190.8345802,177.029413,1088.492535,976.530166,589.3455056,529.4907619,19.69260809,26.12155205,87.48115953,823.6146108,41.73974223,149.8509728,371.7676207,1050.235763,199.9436321,51.39831315,495.1511131,52.1750381,143.8032303,753.7805176
Cameroon,CMR,2013,2624.855206,158.7400428,153.5777779,1000.237509,43.49125257,1306.271328,280.0146175,195.7050284,182.3731513,1109.687455,1009.33032,609.4775866,553.4989301,20.05224559,26.94972039,90.10842916,850.9066602,42.70630597,154.5670135,386.5306361,1079.158522,203.1600068,52.7535697,509.2520054,52.93210715,148.1067727,774.9657012
Cameroon,CMR,2014,2688.039478,164.5394279,157.0234273,1027.953743,44.16800913,1331.947425,286.1393737,199.6423784,187.5098169,1125.66684,1042.249782,629.6591207,575.8315872,20.31042947,27.67165479,92.49868755,877.096675,43.60011886,159.1091231,400.4202142,1107.709355,205.9543849,54.07741265,521.7105516,53.3611488,152.2550322,797.2218771
Cameroon,CMR,2015,2759.457273,170.4308048,160.6896021,1059.313735,44.96700244,1358.135786,293.032478,204.0138969,193.5013629,1143.317175,1076.502726,652.2301084,599.3291501,20.58982254,28.4502454,95.13727571,905.9743401,44.54420398,164.0986237,415.4761822,1139.468131,209.2414751,55.60661522,534.2879222,53.72335819,156.9676158,818.630805
Cameroon,CMR,2016,2833.737698,177.0844171,164.8155751,1088.854196,45.89097129,1391.939733,302.1530763,208.7839009,199.7759348,1161.711858,1122.875002,676.7634236,622.9674738,20.96315958,29.29376275,98.0297779,939.059813,45.93049715,170.0998784,432.2401617,1175.118512,213.0952084,57.50222757,550.1954182,54.26488059,161.6089466,847.3683493
Canada,CAN,1990,770.837638,1230.172957,456.4589319,4734.457996,117.3967689,3472.232981,1436.11747,528.2150062,1286.447622,721.4306453,3796.622655,3001.752044,1213.84735,40.60798385,123.0487592,273.8297952,6663.486268,259.9383144,780.2333878,1332.013478,14372.66615,1087.976765,572.7977495,2022.407102,167.1062312,961.7609868,1308.203223
Canada,CAN,1991,813.1117948,1264.503451,459.2782627,4845.077643,120.9905693,3573.632408,1460.820063,526.3189759,1307.787739,740.1706156,3997.079795,3081.594297,1273.680013,39.86459299,123.8556078,274.0665225,6737.694842,274.0745071,794.5906611,1349.509909,14704.43639,1145.592314,595.4538655,2044.39608,164.4808981,988.433836,1305.055397
Canada,CAN,1992,860.568174,1300.918627,457.1006258,4952.458943,125.5491914,3614.537795,1482.869245,527.1325859,1336.502334,746.6368895,4165.78141,3149.875151,1318.258491,39.23343936,125.7356934,275.6216918,6822.065681,284.7619005,798.6489424,1369.353741,15044.83923,1176.556094,617.2770361,2058.851309,161.6614114,1018.976223,1334.300983
Canada,CAN,1993,912.1014286,1341.801143,459.3634897,5064.028518,131.6225645,3666.258265,1523.670988,535.3124747,1366.870224,763.8366025,4303.45187,3227.028136,1364.043116,38.74673302,127.5185416,275.4525472,6937.72769,300.8203516,802.9437292,1389.937405,15455.86929,1210.845381,638.2765288,2079.205653,159.8995419,1051.430941,1380.097783
Canada,CAN,1994,970.2778851,1373.526044,462.5809574,5147.322542,133.9043458,3702.85407,1559.979619,537.0794069,1392.857615,774.8165548,4366.880275,3293.470329,1412.266257,39.38532535,128.7120309,275.2087852,7049.48308,310.8778575,809.3962262,1415.702936,15794.63099,1241.157115,659.1579138,2089.710111,156.2028482,1081.270566,1430.412974
Canada,CAN,1995,1018.971376,1414.945993,469.0883472,5193.256756,138.1981814,3638.721551,1597.137777,540.7023704,1417.215507,768.4694906,4416.689495,3335.583046,1436.177864,38.73307187,130.1813505,277.7678285,7156.113972,324.9885124,808.9177977,1441.117248,16202.12913,1227.140775,677.4736327,2111.646435,153.3765905,1110.573155,1523.75617
Canada,CAN,1996,1062.915931,1444.191667,461.6675243,5269.032571,143.4222665,3762.993748,1624.951858,541.8790207,1448.952659,796.1056334,4431.873371,3427.116413,1494.523786,38.45481095,130.5082119,273.6996516,7234.450407,331.3960572,812.2412459,1464.357479,16361.05073,1294.42291,702.0295323,2132.275302,148.0158983,1133.30549,1517.284401
Canada,CAN,1997,1109.420707,1470.948207,458.0245809,5306.855138,147.6121515,3789.420904,1661.622137,541.4837113,1463.261066,802.9484023,4449.959407,3480.055582,1537.637208,37.65873049,128.4492807,276.0438485,7323.270814,337.4282659,814.4128701,1487.503116,16460.11474,1331.804588,724.1253676,2134.049091,144.0158629,1164.189265,1550.887834
Canada,CAN,1998,1152.617487,1494.899369,454.692116,5314.207069,151.9317218,3831.98504,1692.90528,541.5564322,1480.609042,811.0864427,4469.844616,3557.093684,1567.954428,36.43091205,128.3239411,276.7371244,7486.48907,339.0505881,815.0515593,1508.618083,16759.10936,1366.363754,742.4882881,2152.984618,140.8764782,1191.317397,1600.130789
Canada,CAN,1999,1188.664085,1521.529398,449.3947164,5302.084999,154.3630427,3812.437385,1729.923465,539.2108823,1487.780593,817.5052562,4478.531599,3622.911362,1592.779791,35.91354091,129.4143248,272.9360297,7611.027809,357.7855358,817.9329287,1530.741586,16940.96245,1380.00031,763.7036614,2167.714851,140.588801,1211.229344,1670.802428
Canada,CAN,2000,1229.46878,1539.726589,445.4121604,5295.343339,156.5268362,3774.373482,1758.315948,537.732959,1508.027587,814.0076526,4495.792408,3677.928688,1613.352608,35.00213524,131.0343689,272.1613426,7743.207705,371.1329154,813.6732465,1536.878647,17066.10981,1381.922252,774.9878104,2171.829091,137.7803942,1228.424601,1821.457941
Canada,CAN,2001,1272.786269,1586.062915,439.8700545,5321.5341,161.1936549,3785.561292,1786.23789,540.5031328,1536.279356,821.4967494,4535.809979,3764.008925,1633.320441,34.22954176,130.9844015,273.7233016,7884.128674,382.2543144,828.0873244,1549.406561,17286.95785,1402.898542,788.9746924,2193.382996,134.6912129,1248.553268,1798.163113
Canada,CAN,2002,1305.011125,1632.385837,435.1109204,5376.873606,166.761331,3771.596222,1820.887217,550.7679948,1567.618249,823.0829477,4557.721685,3842.924444,1660.3231,34.15943658,131.7936964,271.0765254,8072.461305,397.8217722,835.2765432,1562.828984,17637.89051,1402.267651,801.6535534,2236.0956,132.9420556,1270.654089,1872.804999
Canada,CAN,2003,1313.736676,1670.136105,421.8005326,5423.640153,171.4684306,3696.762825,1837.230812,555.9385374,1568.456066,816.3440208,4614.881873,3917.095862,1643.18396,35.41116341,129.9494286,263.0627313,8241.468869,410.2162688,834.9212767,1568.539965,17956.06816,1373.923675,805.6453061,2299.424873,129.3763652,1273.838883,2052.383813
Canada,CAN,2004,1367.214786,1723.438199,427.4471553,5410.974402,183.9934261,3720.563189,1904.113114,568.4783312,1589.568653,819.2002731,4659.005512,4047.287523,1709.944088,34.88013313,134.7472592,257.858879,8366.620199,420.9165513,844.4390967,1608.138842,18411.20213,1341.042901,828.6456982,2324.651005,133.3382982,1299.435871,2114.571155
Canada,CAN,2005,1491.095614,1756.066657,430.0995583,5399.401756,189.627061,3796.220356,1988.55405,580.6170944,1607.844912,824.5416699,4628.540083,4151.29771,1758.889299,34.72243686,137.602275,266.3939456,8457.417184,436.2859709,840.2348171,1651.154202,18860.41568,1334.170893,854.2986552,2376.647909,135.5415631,1326.95729,2230.737167
Canada,CAN,2006,1543.68778,1791.099366,423.5404979,5393.196333,201.094565,3876.945455,2065.457051,605.9019591,1621.416582,833.1677491,4771.387079,4278.399705,1800.214663,33.12951855,138.1322308,249.6111743,8549.050596,451.2889655,848.3023369,1699.62773,19229.53861,1282.730144,890.1897248,2362.084832,136.3195878,1339.27433,2210.073989
Canada,CAN,2007,1677.671857,1775.270401,433.0034777,5436.89407,195.9008138,3977.385488,2083.787443,625.355696,1641.744892,856.5177871,4668.150437,4367.506326,1874.533908,33.50930079,136.247687,270.8259563,8649.685115,473.2895448,832.6784308,1748.479263,19227.92194,1302.702393,908.6905442,2490.30943,133.8557749,1363.811876,2373.188499
Canada,CAN,2008,1781.390352,1794.387013,438.4879042,5457.924593,195.6165252,4034.542408,2122.38836,642.1405783,1669.531101,867.1278329,4661.135937,4454.282124,1929.797699,33.95427049,134.1147322,280.8319985,8727.972586,491.1743703,827.7359756,1797.657513,19298.76069,1302.018573,935.0022955,2573.316597,129.9683129,1384.499864,2472.589381
Canada,CAN,2009,1877.157187,1797.796887,438.0614456,5482.698071,197.0917368,4051.981472,2157.445179,662.3555784,1694.775766,873.8117998,4665.005982,4545.789109,1969.784347,33.98609988,131.971341,288.6346329,8774.071565,512.0634301,826.4438006,1839.177322,19358.09448,1296.602994,966.680041,2641.039249,130.2162453,1415.433728,2568.42233
Canada,CAN,2010,1974.741821,1816.359368,435.6655455,5527.210944,198.3078641,4082.518732,2200.462364,682.6804913,1726.690263,884.2253962,4704.377149,4633.697841,2017.139978,35.22429433,131.9772213,298.0228982,8851.761951,528.5478493,835.6858408,1878.216543,19447.50248,1307.838445,989.5735069,2695.377416,130.7560124,1441.787253,2653.430292
Canada,CAN,2011,2070.287829,1837.607053,434.0547989,5571.308325,198.2279802,4120.351066,2246.50609,700.6458117,1758.845455,893.5884746,4757.990693,4748.939501,2054.379455,35.34694854,131.5822616,307.8387276,8980.698426,542.5668476,846.7931563,1918.339431,19682.53041,1319.107677,1010.396344,2766.051686,130.2406655,1480.391834,2730.373128
Canada,CAN,2012,2148.396908,1887.170249,439.6031865,5644.310843,200.5439553,4149.019759,2291.566581,721.402578,1782.333949,910.0712631,4824.140084,4865.276779,2096.227254,36.67438695,132.767966,313.6362309,9083.467948,556.2200419,856.5402935,1955.8325,19954.17977,1333.202257,1037.222155,2826.151066,130.4799457,1514.820758,2797.686101
Canada,CAN,2013,2140.968825,1945.102564,448.0858125,5757.080381,203.5813446,4179.652455,2339.978812,724.245338,1828.959932,910.8123419,5018.87182,4971.50152,2126.838881,35.85580551,136.6168831,323.1099976,9224.859085,559.6981499,890.6078781,1987.806632,20221.17029,1364.221244,1057.340396,2847.32204,131.9195107,1549.8734,2796.565966
Canada,CAN,2014,2169.312046,2003.173005,459.3301708,5868.771755,207.3366103,4251.708915,2402.072868,735.6259225,1871.174286,917.4968349,5225.471046,5096.171818,2173.249079,35.66499347,139.5598938,332.5019075,9436.93869,572.3940536,920.4883346,2026.05646,20642.90605,1400.872601,1081.329195,2894.360685,133.3587841,1592.299661,2830.849621
Canada,CAN,2015,2207.108932,2066.468151,474.163945,6011.936358,212.1341174,4357.502657,2473.214868,751.0642983,1916.923389,929.3292746,5457.19978,5235.658706,2230.426355,35.687496,142.942706,342.511302,9714.724094,588.626522,952.82943,2070.599945,21203.57995,1444.711384,1108.573898,2953.855875,135.5863423,1640.989557,2877.220466
Canada,CAN,2016,2235.373032,2118.984188,483.2464498,6090.507572,215.0291915,4412.242103,2530.760018,759.4468772,1951.535774,931.9482149,5652.104371,5348.951049,2270.854362,35.56146263,144.906554,351.3350082,9893.0702,600.7628664,979.6721997,2104.129873,21550.80802,1473.068177,1130.137624,2994.454862,136.5526329,1680.503598,2913.095335
Cape Verde,CPV,1990,19.28990708,2.597940808,4.311416789,10.69135106,0.386341846,66.85691445,4.429961056,3.389609453,1.271633238,17.45227595,12.32075398,10.82474677,20.27538113,0.193836512,0.458346945,1.949282335,6.593382752,0.496530108,5.267509992,5.025301719,22.28685645,2.155736238,0.399063207,6.693749986,0.309723807,1.627803408,10.44731832
Cape Verde,CPV,1991,19.91147604,2.663990909,4.404531921,10.99024453,0.393937429,67.16867199,4.558253373,3.468505425,1.2985978,17.56159446,12.85148688,11.13061029,20.70772842,0.203740491,0.471160105,2.004295303,6.9036652,0.510575625,5.432700858,5.149944766,22.97321825,2.192864396,0.412087018,6.880647392,0.315307078,1.690585399,10.56301549
Cape Verde,CPV,1992,20.65342579,2.755777731,4.45089691,11.24990011,0.402446354,67.06426112,4.709790073,3.547485583,1.327835404,17.59837686,13.6668351,11.50936654,21.08688548,0.212707665,0.485051626,2.055015402,7.289570769,0.527585784,5.624865308,5.32326369,23.80332813,2.232610152,0.426127161,7.179302091,0.322348816,1.758357318,10.80999121
Cape Verde,CPV,1993,21.48016836,2.880318648,4.443322305,11.56495357,0.414541984,66.64955488,4.903337094,3.609754505,1.365190063,17.73267492,14.91156741,11.94730832,21.5231994,0.224858064,0.506082308,2.097808589,7.822196829,0.547008861,5.845324374,5.570272659,24.87261832,2.281759508,0.441432826,7.645644029,0.333887492,1.837555713,11.14073932
Cape Verde,CPV,1994,22.53710712,3.038362491,4.31074971,11.94262158,0.430579088,65.45576455,5.143053323,3.681420319,1.416032448,17.9361007,17.08622743,12.51160832,22.08316095,0.23843689,0.531570042,2.145071371,8.649499254,0.571385547,6.094621796,5.88340033,26.22556822,2.350493077,0.458589257,8.370137544,0.349355478,1.932124826,11.55651377
Cape Verde,CPV,1995,23.80637096,3.218764391,4.012837506,12.38135619,0.449807312,63.11888292,5.440886721,3.758676533,1.479175828,18.26712108,21.08738428,13.180592,22.99629261,0.253479541,0.561523807,2.203452648,9.964748048,0.600576532,6.386508679,6.235306965,27.93420403,2.440949812,0.479781239,9.47322426,0.369195566,2.042673768,12.01436374
Cape Verde,CPV,1996,25.04085629,3.386379583,3.594070576,12.81702181,0.468920772,59.34093423,5.669970638,3.831274994,1.552339724,18.60255371,27.69831019,13.83776814,24.42251378,0.268117548,0.591952652,2.291974545,11.7411,0.628758573,6.702816753,6.597432192,29.21479952,2.528801335,0.503490898,10.96990222,0.387189782,2.160015186,12.5313541
Cape Verde,CPV,1997,26.22447965,3.507621375,3.28986983,13.19949628,0.4814607,56.49770699,5.86798636,3.882104374,1.61760672,18.85694622,34.49158666,14.41780757,26.20154991,0.277943798,0.610774897,2.343541569,13.43299395,0.649051652,6.926339217,6.873748363,30.31191859,2.601465009,0.52062396,12.30090328,0.398146666,2.258749462,13.05718139
Cape Verde,CPV,1998,27.04416761,3.585943228,3.258164754,13.56466639,0.489538237,56.02455793,6.084640512,3.948779265,1.679453015,18.98781188,38.05773573,14.95126292,27.48098407,0.282296826,0.620918784,2.387452651,14.34571953,0.664838295,7.097306617,7.062726845,31.27997661,2.66585843,0.539170741,12.83538304,0.401479566,2.348747626,13.3928297
Cape Verde,CPV,1999,27.69095207,3.736726129,3.230274029,13.7011535,0.496447216,56.74321021,6.307105424,4.011478746,1.739984762,19.16476145,39.70395254,15.46901394,28.4637705,0.285405054,0.638132295,2.357831431,14.8658406,0.6754038,7.190791532,7.209878962,32.26826609,2.72200666,0.578257853,12.97999431,0.403470515,2.408290854,13.85937731
Cape Verde,CPV,2000,28.54744327,3.878074752,3.272675278,13.94057038,0.507166411,57.9446287,6.564844339,4.112159226,1.806690065,19.3303008,41.54691855,16.14821443,29.60825214,0.289901922,0.66170351,2.387763651,15.49049386,0.690892097,7.363159266,7.42396463,33.58345219,2.783720566,0.612506068,13.18629349,0.404845048,2.480912025,14.34015121
Cape Verde,CPV,2001,29.58272412,3.995806655,3.335270378,14.19600192,0.519228415,59.04143957,6.79269087,4.179788816,1.870531584,19.41621233,43.0658457,16.77724358,30.62834315,0.296054521,0.68493166,2.433156056,16.0714964,0.707879003,7.568111459,7.630095316,34.81146698,2.835507199,0.643405612,13.37942029,0.407208779,2.552249336,14.75273795
Cape Verde,CPV,2002,30.82004525,4.117457256,3.428491432,14.46585404,0.53410251,60.52451883,7.049800554,4.25537178,1.936942684,19.48630065,44.87762328,17.50668084,31.91506312,0.304949013,0.716581252,2.50807804,16.742351,0.729270582,7.817403156,7.882647664,36.29375309,2.883649989,0.6731078,13.62280436,0.412176044,2.636866473,15.20330448
Cape Verde,CPV,2003,32.32401166,4.257115218,3.559336499,14.80169326,0.551783074,62.74743149,7.388252755,4.38230264,2.010586797,19.60755142,47.38743624,18.41907238,33.54231638,0.314039099,0.752263411,2.630595889,17.66971272,0.759763895,8.16296701,8.14892431,38.16326745,2.951523978,0.709046241,13.89309871,0.417074683,2.740639607,15.74445514
Cape Verde,CPV,2004,33.83123871,4.410222825,3.705124096,15.1631327,0.569283478,65.03188063,7.728552533,4.500098692,2.086208409,19.74617833,49.89891994,19.3425141,35.26799988,0.322034377,0.788695962,2.762041632,18.63130009,0.789510668,8.529515627,8.414242647,40.04729532,3.024288407,0.743372332,14.16099733,0.421097911,2.84846948,16.24804323
Cape Verde,CPV,2005,35.21109095,4.568401876,3.854432234,15.4813532,0.58434997,67.09128257,8.047676013,4.583930343,2.156568116,19.83047172,52.26093963,20.19083544,36.90342862,0.329033423,0.823568937,2.883877804,19.55388399,0.816942331,8.896620151,8.655728358,41.80842018,3.085495458,0.773777149,14.40113244,0.424645477,2.947609095,16.68347281
Cape Verde,CPV,2006,36.24204147,4.790909734,3.938723137,15.77644723,0.594619758,68.21028421,8.238092201,4.628744792,2.218534226,19.86503735,53.80638854,20.80502187,38.0629412,0.333932014,0.853608545,2.98469581,20.30635654,0.834510764,9.200817528,8.986766262,42.9630345,3.107798153,0.797610354,14.77792391,0.426792739,3.019530003,17.24052534
Cape Verde,CPV,2007,37.06505871,4.931811215,4.008175118,15.98400627,0.601333384,68.80007596,8.389960227,4.644041476,2.274039676,19.81179755,55.12517367,21.34250016,39.05480638,0.336602598,0.880066028,3.073233842,20.99382162,0.84930047,9.498791485,9.173609343,43.92844906,3.119237344,0.816849304,14.86402775,0.425755214,3.078749631,17.4906164
Cape Verde,CPV,2008,38.21202683,5.086066635,4.106030353,16.37791287,0.610421728,70.18975095,8.636512412,4.735949955,2.341448383,19.87717967,57.36330616,22.06173462,40.21379428,0.33747202,0.909450067,3.193771952,21.95258676,0.872827876,9.906134692,9.340343123,45.13495892,3.152888802,0.845112308,14.89586968,0.423259208,3.153177986,17.81547163
Cape Verde,CPV,2009,39.39731989,5.255218933,4.221527117,16.90396143,0.622062525,71.66994209,8.889070165,4.8561326,2.420175574,20.07340598,59.58573497,22.82787541,41.4132103,0.339750982,0.940042174,3.32472132,22.95593296,0.898243074,10.31857545,9.537289039,46.37789676,3.193687975,0.873794345,14.95204217,0.421259198,3.238550119,18.13923011
Cape Verde,CPV,2010,40.72356918,5.572776034,4.36220423,17.54935753,0.636230194,73.16821214,9.153450262,4.989042653,2.512637071,20.32188949,61.77264044,23.66616652,42.65838889,0.343481198,0.973006551,3.468191532,23.9818963,0.925335719,10.74116722,9.940123336,47.73674247,3.233899943,0.903714474,15.32115328,0.420969709,3.340696709,18.85243645
Cape Verde,CPV,2011,41.38062615,5.6492622,4.437818019,18.10384781,0.637678066,72.95936661,9.144976786,5.03540302,2.568620977,20.23028267,61.94251143,23.99656561,42.79099843,0.343499807,0.987365088,3.608135367,24.41898968,0.938436478,10.97616481,10.1679435,47.58906656,3.214990362,0.903143927,15.30535175,0.415652455,3.383110579,18.85043412
Cape Verde,CPV,2012,41.13137852,6.27864332,3.931431729,17.9142237,0.641895341,73.1176835,9.206409185,5.096408953,2.665868722,21.41551441,63.20643339,24.08182356,43.51862553,0.33620984,1.039814512,3.271726763,25.20954954,0.91498003,10.78116479,10.08756039,47.38642176,3.282249522,1.088767519,15.19980145,0.407005853,3.445588659,20.07355668
Cape Verde,CPV,2013,41.75751875,6.419384405,4.022534346,18.60153485,0.646993938,72.85205453,9.226289025,5.171028219,2.744519366,21.60346539,62.66653902,24.50600754,43.65365421,0.334523924,1.044280257,3.397239139,25.53097381,0.92758623,10.99044089,10.39526955,47.37286539,3.291394309,1.082125151,15.25795849,0.401972872,3.508388959,20.12730405
Cape Verde,CPV,2014,42.42147763,6.653317204,4.067994377,19.27783239,0.654328584,72.77053724,9.288045804,5.278761234,2.833050405,21.94624191,62.46011445,25.00030879,44.09900355,0.334156677,1.058023317,3.483254753,25.98519316,0.938798166,11.20641574,10.72251379,47.41919429,3.324262556,1.102821533,15.36303863,0.398416649,3.594041563,20.4448585
Cape Verde,CPV,2015,43.21433909,6.866607315,4.113536792,20.03123592,0.664426696,73.05964914,9.392182465,5.426060921,2.927950863,22.35907404,62.4936937,25.59978316,44.82064349,0.336154828,1.076650814,3.575006878,26.53278463,0.952314392,11.47899538,11.04227904,47.83203728,3.375153172,1.129460587,15.42159905,0.395464427,3.701307104,20.7439253
Cape Verde,CPV,2016,44.08312004,7.047336944,4.157361524,20.75234529,0.676094766,73.77941864,9.56317661,5.62080327,3.017406312,22.81679246,63.17034904,26.26950697,45.56329212,0.33980365,1.097530577,3.675313367,27.17525391,0.972644802,11.80921341,11.34422562,48.46923601,3.441054606,1.161831759,15.47307611,0.393597319,3.814191382,21.11730473
